,Store Number,Zip Code
140411,4454,51109.0
140697,4968,52211.0
141914,5064,52228.0
143523,4119,50613.0
144046,4513,50226.0
144115,2848,50023.0
146338,4828,50158.0
146362,4528,50158.0
149356,4546,51443.0
150130,9001,52338.0
150139,9901,52338.0
150569,4944,50160.0
150598,4825,50213.0
150737,3582,50144.0
150988,5308,50441.0
151439,4643,51566.0
152519,5186,52175.0
153128,4656,50010.0
153196,4015,50010.0
153335,4785,51521.0
154868,4571,50602.0
155284,5366,50616.0
159253,4501,52556.0
160663,4315,52353.0
161006,4468,52761.0
161512,4627,50251.0
162711,4753,50002.0
163375,5078,51501.0
163476,5291,51510.0
168988,4792,50069.0
170133,3652,51445.0
170628,4610,50540.0
172043,5218,50049.0
172288,4811,50150.0
172630,4325,50864.0
173115,4707,52732.0
174894,5285,50548.0
177802,5349,52328.0
177817,5200,52328.0
177848,4548,52352.0
178404,4915,52722.0
179097,4791,51106.0
180670,5197,52241.0
181319,5305,52404.0
182331,5107,50311.0
182916,9010,50211.0
188121,4653,50129.0
190371,5276,51573.0
190580,4824,50801.0
192230,2845,51503.0
192954,4796,50321.0
193539,5365,50619.0
194873,5369,52031.0
195428,4885,52079.0
197240,4555,52625.0
197401,5046,52632.0
200178,4843,52761.0
202229,5232,50025.0
202993,5088,51238.0
203011,4985,51038.0
204292,4714,50125.0
205098,5242,52240.0
206794,5234,52003.0
210017,5312,51061.0
210389,4781,50535.0
212098,5265,52571.0
212504,5240,52358.0
218830,4750,52807.0
219151,5185,52241.0
225173,4530,52227.0
229808,9023,51401.0
230286,4537,50144.0
230877,2673,50309.0
231412,4779,50854.0
237000,9912,50111.0
237546,5370,50606.0
242257,5372,51346.0
242478,5331,51237.0
244239,5191,50115.0
249349,5235,50263.0
259108,5371,52722.0
260373,4554,51103.0
260848,4846,51040.0
278117,4933,52601.0
278209,5361,52601.0
283187,5161,51501.0
287137,5201,52001.0
287854,5209,52001.0
287875,4996,52001.0
295057,4716,51301.0
303106,4755,50401.0
313230,4497,50006.0
318873,4992,52623.0
323600,5056,51501.0
328141,4766,52003.0
343948,9919,50325.0
354559,5035,51503.0
359378,5373,52052.0
365649,5357,51041.0
374796,5377,50579.0
377882,4499,51351.0
385034,5277,51040.0
391455,5363,50325.0
398325,5375,50315.0
402692,5368,50644.0
407938,5376,51023.0
422878,9925,50310.0
425786,9927,51463.0
431506,5388,50459.0
431586,5383,50459.0
435451,5385,50265.0
436069,5384,50220.0
439105,5394,52101.0
439543,5387,50595.0
439765,5386,50533.0
441608,5393,50461.0
451913,5392,50035.0
468637,5380,51106.0
473479,5391,50428.0
478471,5378,50005.0
487033,5272,52040.0
494448,5396,50125.0
505617,9928,52404.0
509888,5390,51104.0
536372,5405,52241.0
537257,5402,52240.0
554715,5404,52322.0
573762,5403,52802.0
608575,5410,50257.0
616011,5381,52159.0
628333,5409,50263.0
634182,5401,52732.0
644550,5399,50456.0
647425,5416,50158.0
649926,5411,50220.0
664728,5413,51240.0
675269,4464,52748.0
685202,9910,50211.0
713173,5423,51201.0
731175,5398,50054.0
738036,5425,50111.0
741063,5389,52136.0
751349,5421,51537.0
752941,5382,50009.0
755277,5427,52001.0
758423,5256,50583.0
760119,5415,50703.0
766944,5374,52501.0
781664,5424,51503.0
782464,5426,50613.0
810637,5429,50632.0
820967,5430,50595.0
825886,5400,51463.0
828254,5422,50171.0
849783,5431,51031.0
851145,5420,52404.0
852012,4778,50588.0
887485,5428,52403.0
888081,5418,52411.0
888380,5406,52241.0
892605,5417,52404.0
902058,5412,52339.0
909167,5397,52203.0
909586,5407,52361.0
911634,5408,50158.0
955601,5395,50111.0
963905,9031,51530.0
974637,5434,52655.0
979974,5432,50035.0
990439,5437,52310.0
996571,9931,51530.0
1001304,5436,52806.0
1050009,9932,52002.0
1050010,9022,52801.0
1050013,9922,52801.0
1066952,5439,52641.0
1071020,5440,51555.0
1117913,5435,51346.0
1118455,5446,51247.0
1120506,5443,50317.0
1123472,5445,52246.0
1127472,5441,51012.0
1191149,5444,50158.0
1289436,5449,52401.0
1341014,5453,51535.0
1408933,5433,50428.0
1420968,2674,50140.0
1424553,5448,52627.0
1428844,5458,51235.0
1459154,5447,50667.0
1462005,5456,50662.0
1462081,5455,50662.0
1493695,5465,50010.0
1502950,5462,52405.0
1510191,5466,50315.0
1512977,5454,50525.0
1522726,5464,50563.0
1527729,5450,50501.0
1572348,5461,50579.0
1576838,5457,50598.0
1597031,5379,50447.0
1604326,5470,52761.0
1606020,5451,51201.0
1638267,5463,52101.0
1641692,5471,50036.0
1654301,5460,52241.0
1658942,5474,50702.0
1684645,5473,52302.0
1691340,5480,51041.0
1725974,5459,50841.0
1726803,5452,52101.0
1727166,5477,52158.0
1734188,5482,52801.0
1778142,5472,50707.0
1790797,5481,52402.0
1793249,5487,50707.0
1796852,5476,52748.0
1807891,5475,50613.0
1815681,5491,50601.0
1824409,5478,52601.0
1852557,5490,50469.0
1858274,5493,51566.0
1860970,5485,50248.0
1869852,5489,52659.0
1880621,5492,50579.0
31,4308,52241
41,5166,50158
43,4297,52402
57,2290,50588
106,5165,50450
206,4576,51331
222,3908,52627
238,3950,50247
241,3986,51101
259,4974,50317
260,4481,52240
263,5123,50325
264,4874,52641
272,4016,50621
288,4827,52240
382,4222,50707
390,3162,52761
406,4360,50208
475,4173,51046
478,4358,50525
485,3766,50659
565,4670,50676
570,4376,50401
607,4471,50702
631,2353,52136
697,3573,52501
746,3747,52591
747,4283,52302
780,4177,50142
901,5160,52501
907,3894,52402
913,3785,50315
922,2152,50469
929,3968,50170
962,4764,50501
1008,4862,51028
1070,4615,50401
1380,4214,50703
1400,4612,52802
1416,5018,52802
1468,3947,52211
1593,4839,50459
1763,5037,50129
1787,5130,52801
2313,5132,50315
2349,4164,52722
2443,5074,52402
2458,4307,712-2
2949,4426,50158
4172,4018,50635
4268,4883,52591
4611,3400,50317
4880,4008,51004
4996,4090,50682
5081,3972,50122
5170,4295,50317
5175,2498,50606
5244,5103,52761
5589,4357,50248
5631,4662,52405
5770,3779,50501
5910,4987,50010
6037,4667,50033
6081,4561,50707
6332,4686,52732
6716,4813,52751
7418,4926,50322
7684,5137,50313
8105,4979,52402
8971,4620,50846
9178,4451,50595
9210,4367,50401
9233,4768,50322
9442,4430,50501
9686,4420,52501
9770,4925,50266
9899,4431,50501
10036,5022,50265
11165,4704,51501
12464,4445,50595
12912,5152,50702
13421,4398,50421
13453,4372,50401
13489,4957,51466
13557,4470,50703
13677,4742,51501
14545,5192,52328
15623,4112,52317
21131,5095,51510
26471,5047,52402
31823,3655,51104
33970,5066,52003
36079,5189,50266
159264,4961,52003
349396,5220,50401
409406,5178,52776
808277,4903,52571
1859715,9929,52240
1925501,9018,52001
2183787,9930,50667
1,2205,51632
20,5093,52753
69,4881,50058
137,4860,52404
232,2954,50300
238,5036,52402
271,2959,50310
328,4288,52404
333,4625,51501
340,2487,52205
349,3437,50211
391,3692,52314
396,3631,50025
405,4572,50638
520,4812,50616
531,4681,52175
781,2367,51601
945,3529,51012
980,3970,50201
1271,4729,51442
1340,3761,50851
1457,5053,52245
1800,2955,50310
1966,4276,50450
2041,2958,50317
2260,5008,50536
2393,2956,50300
2402,2962,50131
2718,4672,52052
2892,4349,50315
2975,4386,50158
3039,2953,50316
3074,5085,50643
3226,2963,50325
3585,4834,52761
3642,5168,52402
4024,5139,50703
4241,2599,52241
4614,5038,50701
4648,4071,50136
4797,4030,51347
5020,2951,50322
5415,5026,52316
5818,3925,52317
7110,4432,52241
7466,4691,50126
7561,4683,50701
7792,4322,50028
8078,4085,50703
8160,4567,50313
8212,4920,50131
8651,4776,51401
10838,4990,51535
10947,4188,52053
11055,4012,50316
11149,2961,50265
11524,3440,50309
12533,5030,50701
12615,4889,50315
13123,3451,52742
15257,4335,51240
15790,4586,50579
16732,4583,50563
18014,5033,50702
21172,3864,51053
21278,4939,50322
24269,4425,51501
25969,4870,52722
27962,4270,52501
30164,4488,52404
36446,4121,52653
47886,3969,50849
50175,4954,50322
54162,5084,52402
54233,5136,50322
65726,5032,50314
65871,4486,51355
75527,4059,52208
57,4117,51331
188,2964,50023
208,4616,51301
238,4075,50701
317,4963,52747
407,4381,52361
419,4964,52778
489,4007,52161
523,4340,50010
549,3352,52057
556,4108,50310
635,3614,51445
652,4403,50311
667,4221,50702
692,3797,52806
1069,2537,50501
1169,5049,50677
1253,4835,52402
1360,4181,52001
1387,4093,50501
1663,4099,50435
1676,4005,52151
1866,4931,50643
2031,3962,51537
2074,3791,50129
2118,2510,52403
2234,4036,50701
2295,2659,50060
2401,4072,52804
2507,4772,50265
2533,4574,50598
2609,3994,51331
3605,3616,50554
3606,4875,50613
3654,4332,50314
3857,4050,50701
4026,2583,52353
4220,3798,51023
4311,2960,50265
4533,3915,50583
4565,2638,50613
4629,3847,50703
4764,4976,51103
5167,3976,52316
5678,3615,50536
6589,4951,52402
6749,4955,50401
7025,4465,50575
7598,4928,50314
9681,4139,50314
10042,4865,50581
10177,4994,50703
11599,4966,50588
12816,4936,51575
12973,4946,50702
14023,4225,50158
16218,4977,51106
18607,3534,50603
19036,4693,52404
19121,4784,52404
22149,4618,52403
25654,4494,51103
26026,4029,52035
29237,4906,52404
41249,4101,50046
41560,4646,50629
43722,4632,50314
44074,3003,51449
47180,3536,50533
47299,4095,50703
85682,5016,52402
98339,4441,52049
110057,4965,50588
127265,4460,52159
138419,4816,51601
140964,4534,52069
166798,4331,52175
283043,4871,52146
1568970,9014,51025
2,3929,50703
11,4187,51249
89,4564,52747
134,4758,50588
290,3583,50060
370,3878,50613
410,4526,52804
457,4219,50428
562,4593,51247
565,4581,50613
599,4833,50174
643,3482,51401
675,4257,50703
737,4347,52726
808,2503,50021
887,3016,50622
891,3531,50461
993,3885,50644
1066,4649,51501
1234,4484,52776
1330,3911,52361
1545,4302,50314
1552,4442,51003
1643,4348,52778
1807,4035,50613
1810,3697,52004
1910,4809,50658
1952,4327,52233
2034,4894,52802
2057,2664,50616
2195,4814,50702
2539,3895,52601
2708,4304,50309
2788,4328,52101
2839,4076,52802
3224,4606,51103
3355,4294,50595
3709,4043,52601
3748,4614,50322
3895,4886,52402
4082,4851,52404
4213,4078,50613
4342,4850,52402
4830,4080,50613
5061,3492,50579
5311,4922,50158
5508,4109,50315
6944,2422,50309
7750,4044,52601
10008,4341,51535
10410,4826,52531
11178,3734,51245
14337,4422,50250
16977,4671,50703
22894,4822,52577
25837,4680,50320
28562,3725,50514
28681,4916,52501
30461,4033,52157
31219,4918,50588
36699,4052,51054
46612,4113,51501
51325,4832,51632
53421,4215,50703
78341,3812,50588
95189,4333,50703
95261,4570,51301
113614,4815,51601
479107,3543,51028
1382902,9017,52565
27,3906,52601
53,2534,50322
154,3480,51301
208,4280,52753
224,2132,52175
261,3760,52803
305,4483,52240
334,2645,52761
351,4309,51501
637,2511,52402
686,4094,50015
704,4038,51442
763,4639,50501
808,4399,50263
896,4039,51501
939,3852,52405
1203,2634,50014
1217,4049,51534
1231,4040,51503
1245,4763,52402
1324,4282,52402
1421,4363,50213
1459,4330,50208
1583,3554,50676
1612,4666,50009
1701,4469,50058
1931,4329,50009
2007,4115,50311
2036,4218,50701
2351,4262,51401
2464,4391,50849
2518,4041,52732
2617,4394,51537
2642,4144,50616
2751,4350,50158
2975,3064,50003
3325,4066,50125
4035,4550,50701
4153,3642,52656
4185,4213,52732
4263,3596,52134
4280,4323,50501
4297,2161,52144
4571,4352,50801
4774,4383,50801
6379,4259,52577
6609,4579,52751
8200,4400,52577
8476,4389,52531
8800,4026,51103
10576,4390,51632
10958,3530,51245
11644,3569,50044
12737,3172,50428
14753,4174,52627
15430,4682,50225
29905,4407,50138
36483,4354,51601
37582,3832,51230
44455,2260,50220
140583,4226,52172
142813,4830,50325
143579,4314,50846
