,Cost Total
1890,105.0
1891,105.0
1892,105.0
1893,105.0
1894,113.52000000000001
1895,115.80000000000001
1896,115.80000000000001
1897,113.52000000000001
1898,115.80000000000001
1899,63.96
1900,78.0
1901,99.84
1902,99.84
1903,99.84
1904,99.84
1905,99.84
1906,99.84
1907,83.34
1908,83.34
1909,77.34
1910,77.34
1911,83.34
1912,83.34
1913,83.34
1914,77.34
1915,77.34
1916,232.02
1917,83.34
1918,107.82
1919,111.0
1920,111.0
1921,107.82
1922,111.0
1923,111.0
1924,107.82
1925,111.0
1926,50.28
1927,50.28
1928,50.28
1929,50.28
1930,50.28
1931,50.28
1932,50.28
1933,50.28
1934,50.28
1935,50.28
1936,50.28
1937,50.28
1938,50.28
1939,50.28
1940,50.28
1941,50.28
1942,50.28
1943,50.28
1944,50.28
1945,50.28
1946,163.56
1947,151.56
1948,151.56
1949,21.0
1950,84.0
1951,144.0
1952,139.32
1953,139.32
1954,126.0
1955,139.32
1956,144.0
1957,139.32
1958,144.0
1959,144.0
1960,139.32
1961,139.32
1962,145.44
1963,145.44
1964,145.44
1965,151.2
1966,49.199999999999996
1967,49.199999999999996
1968,49.199999999999996
1969,49.199999999999996
1970,49.199999999999996
1971,70.08
1972,52.980000000000004
1973,70.08
1974,52.980000000000004
1975,70.08
1976,52.980000000000004
1977,52.980000000000004
1978,58.980000000000004
1979,52.980000000000004
1980,94.19999999999999
1981,94.19999999999999
1982,90.0
1983,82.80000000000001
1984,82.80000000000001
1985,90.0
1986,114.0
1987,108.72
1988,108.72
1989,81.0
1990,243.0
1991,81.0
1992,75.0
1993,225.0
1994,87.75
1995,36.13
1996,36.0
1997,36.0
1998,125.88
1999,79.02
2000,79.02
2001,79.02
2002,40.2
2003,40.2
2004,40.2
2005,40.2
2006,40.2
2007,40.2
2008,40.2
2009,40.2
2010,40.2
2011,40.2
2012,40.2
2013,40.2
2014,40.2
2015,20.3
2016,20.3
2017,20.3
2018,20.3
2019,20.3
2020,20.3
2021,20.3
2022,72.0
2023,72.0
2024,72.0
2025,73.80000000000001
2026,72.0
2027,72.0
2028,72.0
2029,76.98
2030,76.98
2031,63.599999999999994
2032,75.6
2033,92.28
2034,92.28
2035,150.0
2036,150.0
2037,150.0
2038,150.0
2039,150.0
2040,150.0
2041,150.0
2042,150.0
2043,150.0
2044,150.0
2045,125.88
2046,41.96
2047,31.47
2048,50.64
2049,50.64
2050,50.64
2051,50.64
2052,50.64
2053,50.64
2054,50.64
2055,50.64
2056,50.64
2057,50.64
2058,83.88
2059,83.88
2060,83.88
2061,83.88
2062,83.88
2063,83.88
2064,83.88
2065,83.88
2066,83.88
2067,83.88
2068,83.88
2069,126.0
2070,114.0
2071,126.0
2072,126.0
2073,114.0
2074,114.0
2075,342.0
2076,68.58
2077,62.58
2078,72.42
2079,68.58
2080,68.58
2081,68.58
2082,62.58
2083,132.0
2084,132.0
2085,264.0
2086,264.0
2087,132.0
2088,6.63
2089,6.63
2090,6.63
2091,6.63
2092,6.63
2093,6.63
2094,13.26
2095,6.63
2096,13.26
2097,6.63
2098,13.26
2099,102.0
2100,110.88
2101,114.0
2102,73.67999999999999
2103,73.67999999999999
2104,73.67999999999999
2105,73.67999999999999
2106,73.67999999999999
2107,73.67999999999999
2108,73.67999999999999
2109,73.67999999999999
2110,73.67999999999999
2111,73.67999999999999
2112,77.88
2113,25.47
2114,101.88
2115,101.88
2116,75.6
2117,63.599999999999994
2118,75.6
2119,75.6
2120,63.599999999999994
2121,75.6
2122,77.03999999999999
2123,77.03999999999999
2124,77.03999999999999
2125,89.88
2126,89.88
2127,63.0
2128,63.0
2129,63.0
2130,63.0
2131,63.0
2132,63.0
2133,2.46
2134,118.08
2135,118.08
2136,102.0
2137,102.0
2138,102.0
2139,102.0
2140,204.0
2141,510.0
2142,102.0
2143,102.0
2144,102.0
2145,99.0
2146,102.0
2147,830.7
2148,166.14000000000001
2149,166.14000000000001
2150,163.02
2151,111.0
2152,107.82
2153,111.0
2154,107.82
2155,12.44
2156,24.88
2157,12.44
2158,12.44
2159,12.44
2160,12.44
2161,12.44
2162,95.52
2163,95.52
2164,95.52
2165,95.52
2166,47.58
2167,47.58
2168,53.94
2169,46.74
2170,53.94
2171,53.94
2172,53.94
2173,53.94
2174,53.94
2175,47.58
2176,53.94
2177,46.74
2178,46.74
2179,46.74
2180,121.92
2181,133.92000000000002
2182,121.92
2183,103.19999999999999
2184,103.19999999999999
2185,108.0
2186,108.0
2187,108.0
2188,108.0
2189,65.88
2190,125.76
2191,188.64000000000001
2192,65.88
2193,62.88
2194,62.88
2195,62.88
2196,62.88
2197,65.88
2198,65.88
2199,62.88
2200,96.0
2201,96.0
2202,62.519999999999996
2203,187.56
2204,62.519999999999996
2205,62.519999999999996
2206,62.519999999999996
2207,250.07999999999998
2208,125.03999999999999
2209,62.519999999999996
2210,48.0
2211,48.0
2212,48.0
2213,48.0
2214,48.0
2215,49.800000000000004
2216,48.0
2217,48.0
2218,48.0
2219,98.39999999999999
2220,48.0
2221,49.199999999999996
2222,48.0
2223,48.0
2224,94.19999999999999
2225,94.19999999999999
2226,42.0
2227,42.0
2228,42.0
2229,42.0
2230,42.0
2231,42.0
2232,42.0
2233,42.0
2234,42.0
2235,42.0
2236,42.0
2237,55.67999999999999
2238,55.67999999999999
2239,240.0
2240,240.0
2241,126.0
2242,29.0
2243,25.0
2244,29.0
2245,150.0
2246,29.0
2247,43.5
2248,43.5
2249,29.0
2250,21.0
2251,43.5
2252,94.19999999999999
2253,94.19999999999999
2254,94.19999999999999
2255,94.19999999999999
2256,81.0
2257,90.0
2258,82.80000000000001
2259,82.80000000000001
2260,82.80000000000001
2261,82.80000000000001
2262,82.80000000000001
2263,82.80000000000001
2264,81.0
2265,82.80000000000001
2266,90.0
2267,82.80000000000001
2268,82.80000000000001
2269,90.0
2270,82.80000000000001
2271,82.80000000000001
2272,90.0
2273,125.88
2274,125.88
2275,122.88
2276,122.88
2277,125.88
2278,125.88
2279,125.88
2280,125.88
2281,67.26
2282,67.26
2283,67.26
2284,67.26
2285,51.96
2286,51.96
2287,51.96
2288,51.96
2289,51.96
2290,51.96
2291,51.96
2292,51.96
2293,51.96
2294,51.96
2295,51.96
2296,51.96
2297,51.96
2298,51.96
2299,51.96
2300,51.96
2301,51.96
2302,51.96
2303,51.96
2304,101.03999999999999
2305,63.599999999999994
2306,75.6
2307,75.6
2308,63.599999999999994
2309,75.6
2310,75.6
2311,75.6
2312,75.6
2313,42.06
2314,42.06
2315,36.06
2316,36.06
2317,42.06
2318,36.06
2319,36.06
2320,105.0
2321,103.80000000000001
2322,105.0
2323,105.0
2324,103.80000000000001
2325,82.44
2326,23.61
2327,23.61
2328,51.54
2329,51.54
2330,54.54
2331,54.54
2332,51.54
2333,51.54
2334,54.54
2335,110.76
2336,54.54
2337,157.14000000000001
2338,54.54
2339,54.54
2340,54.54
2341,51.54
2342,55.38
2343,54.54
2344,55.38
2345,109.08
2346,51.54
2347,110.76
2348,51.54
2349,54.54
2350,54.54
2351,109.08
2352,54.54
2353,54.54
2354,51.54
2355,54.54
2356,109.08
2357,133.92000000000002
2358,27.72
2359,27.72
2360,27.72
2361,27.72
2362,27.72
2363,27.72
2364,27.72
2365,23.88
2366,91.08
2367,31.84
2368,95.52
2369,120.0
2370,26.5
2371,29.53
2372,29.53
2373,29.53
2374,94.44
2375,82.44
2376,94.44
2377,94.44
2378,94.44
2379,94.44
2380,94.44
2381,82.44
2382,94.44
2383,94.44
2384,82.44
2385,98.03999999999999
2386,98.03999999999999
2387,98.03999999999999
2388,98.03999999999999
2389,63.0
2390,63.0
2391,63.0
2392,63.0
2393,63.0
2394,63.0
2395,60.0
2396,63.0
2397,60.0
2398,63.0
2399,54.36
2400,60.36
2401,68.52
2402,68.52
2403,68.52
2404,76.44
2405,68.52
2406,68.52
2407,68.52
2408,68.52
2409,76.44
2410,76.44
2411,68.52
2412,76.44
2413,76.44
2414,22.32
2415,33.480000000000004
2416,20.32
2417,121.92
2418,22.32
2419,132.0
2420,132.0
2421,121.68
2422,130.68
2423,130.68
2424,132.0
2425,26.61
2426,116.0
2427,41.04
2428,41.04
2429,41.04
2430,41.04
2431,41.04
2432,41.04
2433,41.04
2434,41.04
2435,41.04
2436,41.04
2437,41.04
2438,41.04
2439,41.04
2440,41.04
2441,69.0
2442,11.5
2443,69.0
2444,28.75
2445,55.800000000000004
2446,53.28
2447,66.12
2448,66.12
2449,70.92
2450,66.12
2451,66.12
2452,70.92
2453,66.12
2454,64.92
2455,60.12
2456,66.12
2457,64.92
2458,60.12
2459,60.12
2460,60.12
2461,66.12
2462,70.80000000000001
2463,70.80000000000001
2464,70.80000000000001
2465,70.80000000000001
2466,70.80000000000001
2467,70.80000000000001
2468,3.96
2469,7.92
2470,81.0
2471,78.36
2472,13.5
2473,39.72
2474,39.72
2475,39.72
2476,40.8
2477,39.72
2478,79.44
2479,39.72
2480,79.44
2481,39.72
2482,40.8
2483,39.72
2484,39.72
2485,39.72
2486,79.44
2487,79.44
2488,39.72
2489,39.72
2490,39.72
2491,39.72
2492,39.72
2493,79.44
2494,39.72
2495,39.72
2496,39.72
2497,39.72
2498,79.44
2499,39.72
2500,39.72
2501,39.72
2502,81.6
2503,40.8
2504,39.72
2505,81.6
2506,39.72
2507,39.72
2508,40.8
2509,40.8
2510,39.72
2511,39.72
2512,79.44
2513,40.8
2514,39.72
2515,80.0
2516,40.0
2517,40.0
2518,80.0
2519,49.199999999999996
2520,49.199999999999996
2521,49.199999999999996
2522,49.199999999999996
2523,49.199999999999996
2524,46.2
2525,70.32000000000001
2526,92.28
2527,70.32000000000001
2528,45.36
2529,45.36
2530,45.36
2531,45.36
2532,45.36
2533,45.36
2534,45.36
2535,45.36
2536,45.36
2537,45.36
2538,45.36
2539,45.36
2540,45.36
2541,45.36
2542,45.36
2543,45.36
2544,45.36
2545,35.94
2546,35.94
2547,38.94
2548,71.88
2549,38.94
2550,38.94
2551,35.94
2552,38.94
2553,35.94
2554,35.94
2555,35.94
2556,71.88
2557,38.94
2558,136.8
2559,14.879999999999999
2560,14.879999999999999
2561,4.96
2562,9.92
2563,4.96
2564,9.92
2565,4.96
2566,4.96
2567,4.96
2568,43.44
2569,43.44
2570,86.88
2571,86.88
2572,86.88
2573,43.44
2574,130.32
2575,43.44
2576,43.44
2577,43.44
2578,43.44
2579,43.44
2580,43.44
2581,43.44
2582,43.44
2583,86.88
2584,86.88
2585,86.88
2586,43.44
2587,43.44
2588,86.88
2589,43.44
2590,43.44
2591,43.44
2592,43.44
2593,43.44
2594,86.88
2595,43.44
2596,86.88
2597,43.44
2598,43.44
2599,43.44
2600,86.88
2601,86.88
2602,43.44
2603,43.44
2604,43.44
2605,43.44
2606,43.44
2607,86.88
2608,43.44
2609,43.44
2610,43.44
2611,43.44
2612,649.92
2613,156.12
2614,162.48
2615,156.12
2616,162.48
2617,162.48
2618,65.64
2619,65.64
2620,65.64
2621,65.64
2622,62.519999999999996
2623,0.0
2624,63.96
2625,63.96
2626,65.64
2627,65.64
2628,63.96
2629,89.88
2630,70.32000000000001
2631,70.32000000000001
2632,70.32000000000001
2633,176.64000000000001
2634,176.64000000000001
2635,176.64000000000001
2636,51.52
2637,176.64000000000001
2638,58.08
2639,47.76
2640,47.76
2641,52.0
2642,52.0
2643,52.0
2644,78.0
2645,52.0
2646,78.0
2647,78.0
2648,94.92
2649,106.92
2650,82.44
2651,348.0
2652,342.0
2653,348.0
2654,174.0
2655,42.96
2656,82.80000000000001
2657,82.80000000000001
2658,75.48
2659,75.48
2660,75.48
2661,75.48
2662,75.48
2663,75.48
2664,75.48
2665,75.48
2666,75.48
2667,75.48
2668,75.48
2669,75.48
2670,75.48
2671,75.48
2672,39.96
2673,39.96
2674,39.96
2675,41.04
2676,39.96
2677,94.19999999999999
2678,94.19999999999999
2679,62.84
2680,31.17
2681,20.78
2682,38.56
2683,31.17
2684,38.56
2685,20.78
2686,63.72
2687,63.72
2688,166.8
2689,166.8
2690,166.8
2691,152.52
2692,166.8
2693,166.8
2694,87.96000000000001
2695,99.96000000000001
2696,87.96000000000001
2697,93.96000000000001
2698,87.96000000000001
2699,99.96000000000001
2700,62.519999999999996
2701,62.519999999999996
2702,110.22
2703,110.22
2704,104.22
2705,233.04000000000002
2706,104.22
2707,110.22
2708,116.52000000000001
2709,110.22
2710,104.22
2711,220.44
2712,104.22
2713,151.92000000000002
2714,25.32
2715,151.92000000000002
2716,151.92000000000002
2717,151.92000000000002
2718,65.28
2719,65.28
2720,65.28
2721,41.22
2722,82.44
2723,82.44
2724,82.44
2725,41.22
2726,123.66
2727,41.22
2728,123.66
2729,82.44
2730,41.22
2731,206.1
2732,41.22
2733,123.66
2734,41.519999999999996
2735,82.44
2736,82.44
2737,123.66
2738,82.44
2739,41.22
2740,82.44
2741,82.44
2742,82.44
2743,41.519999999999996
2744,123.66
2745,82.44
2746,41.22
2747,123.66
2748,123.66
2749,82.44
2750,123.66
2751,123.66
2752,123.66
2753,164.88
2754,123.66
2755,82.44
2756,164.88
2757,123.66
2758,41.519999999999996
2759,83.03999999999999
2760,124.56
2761,123.66
2762,123.66
2763,120.0
2764,120.0
2765,174.0
2766,174.0
2767,174.0
2768,95.52
2769,91.08
2770,95.52
2771,95.52
2772,95.52
2773,60.17999999999999
2774,60.17999999999999
2775,222.0
2776,63.0
2777,58.08
2778,63.0
2779,63.0
2780,63.0
2781,63.0
2782,0.0
2783,63.0
2784,63.0
2785,24.46
2786,48.92
2787,36.69
2788,99.24
2789,24.81
2790,8.5
2791,102.0
2792,5.72
2793,11.44
2794,43.68
2795,43.68
2796,43.68
2797,43.68
2798,43.68
2799,78.36
2800,30.12
2801,30.12
2802,22.59
2803,22.59
2804,15.06
2805,22.59
2806,89.4
2807,89.4
2808,89.4
2809,90.0
2810,89.4
2811,90.0
2812,75.6
2813,63.599999999999994
2814,63.599999999999994
2815,75.6
2816,75.6
2817,75.6
2818,63.599999999999994
2819,75.6
2820,75.6
2821,94.32000000000001
2822,94.32000000000001
2823,38.94
2824,38.94
2825,38.94
2826,35.94
2827,35.94
2828,71.88
2829,35.94
2830,24.0
2831,24.0
2832,24.0
2833,60.0
2834,60.0
2835,60.0
2836,60.0
2837,53.519999999999996
2838,53.519999999999996
2839,53.519999999999996
2840,53.519999999999996
2841,53.519999999999996
2842,53.519999999999996
2843,53.519999999999996
2844,53.519999999999996
2845,63.0
2846,63.0
2847,63.0
2848,63.0
2849,93.96000000000001
2850,95.52
2851,112.32
2852,112.32
2853,11.82
2854,5.91
2855,5.91
2856,5.91
2857,5.91
2858,9.08
2859,50.400000000000006
2860,50.400000000000006
2861,50.400000000000006
2862,50.400000000000006
2863,50.400000000000006
2864,50.400000000000006
2865,50.400000000000006
2866,65.64
2867,101.94
2868,105.0
2869,105.0
2870,98.94
2871,408.0
2872,101.94
2873,105.0
2874,105.0
2875,105.0
2876,102.0
2877,47.82
2878,62.58
2879,62.58
2880,68.58
2881,68.58
2882,62.58
2883,62.58
2884,68.58
2885,68.58
2886,66.42
2887,68.58
2888,49.199999999999996
2889,49.199999999999996
2890,49.199999999999996
2891,49.199999999999996
2892,49.199999999999996
2893,49.199999999999996
2894,49.199999999999996
2895,49.199999999999996
2896,49.199999999999996
2897,49.199999999999996
2898,49.199999999999996
2899,121.92
2900,267.84000000000003
2901,133.92000000000002
2902,22.32
2903,121.92
2904,121.92
2905,156.0
2906,162.0
2907,162.0
2908,156.0
2909,44.04
2910,44.04
2911,44.04
2912,44.04
2913,44.04
2914,11.19
2915,11.19
2916,11.19
2917,11.19
2918,11.19
2919,99.0
2920,99.0
2921,99.0
2922,99.0
2923,99.0
2924,96.24
2925,99.0
2926,198.0
2927,99.0
2928,99.0
2929,99.0
2930,99.0
2931,99.0
2932,297.0
2933,99.0
2934,96.24
2935,96.24
2936,96.24
2937,99.0
2938,198.0
2939,99.0
2940,137.39999999999998
2941,137.39999999999998
2942,137.39999999999998
2943,137.39999999999998
2944,137.39999999999998
2945,137.39999999999998
2946,137.39999999999998
2947,137.39999999999998
2948,137.39999999999998
2949,137.39999999999998
2950,137.39999999999998
2951,137.39999999999998
2952,137.39999999999998
2953,43.86
2954,43.86
2955,43.86
2956,43.86
2957,43.86
2958,43.86
2959,43.86
2960,43.86
2961,43.86
2962,43.86
2963,43.86
2964,43.86
2965,43.86
2966,43.86
2967,43.86
2968,43.86
2969,43.86
2970,219.29999999999998
2971,43.86
2972,43.86
2973,43.86
2974,87.72
2975,43.86
2976,87.72
2977,43.86
2978,43.86
2979,43.86
2980,43.86
2981,43.86
2982,43.86
2983,43.86
2984,90.36
2985,90.36
2986,90.36
2987,90.36
2988,90.36
2989,90.36
2990,90.36
2991,90.36
2992,903.6
2993,90.36
2994,90.36
2995,90.36
2996,100.92
2997,100.92
2998,100.92
2999,88.92
3000,88.92
3001,88.92
3002,88.92
3003,100.92
3004,302.76
3005,88.92
3006,100.92
3007,100.92
3008,100.92
3009,100.92
3010,88.92
3011,88.92
3012,39.96
3013,39.96
3014,39.96
3015,39.96
3016,39.96
3017,41.88
3018,41.88
3019,41.88
3020,35.88
3021,35.88
3022,41.88
3023,54.36
3024,122.88
3025,36.72
3026,122.88
3027,113.16
3028,113.16
3029,113.16
3030,113.16
3031,113.16
3032,113.16
3033,88.08
3034,94.44
3035,94.44
3036,156.24
3037,156.24
3038,156.24
3039,149.52
3040,156.24
3041,8.52
3042,8.52
3043,55.32000000000001
3044,36.88
3045,50.82000000000001
3046,36.88
3047,95.52
3048,95.52
3049,95.52
3050,91.08
3051,83.64
3052,63.599999999999994
3053,75.6
3054,56.16
3055,53.16
3056,112.32
3057,56.16
3058,56.16
3059,94.44
3060,23.61
3061,100.80000000000001
3062,91.80000000000001
3063,51.96
3064,57.96
3065,51.96
3066,51.96
3067,51.96
3068,51.96
3069,51.96
3070,51.96
3071,51.96
3072,57.96
3073,57.96
3074,57.96
3075,57.96
3076,57.96
3077,103.92
3078,94.19999999999999
3079,94.19999999999999
3080,82.80000000000001
3081,82.80000000000001
3082,82.80000000000001
3083,82.80000000000001
3084,82.80000000000001
3085,82.80000000000001
3086,82.80000000000001
3087,82.80000000000001
3088,46.16
3089,34.62
3090,23.08
3091,23.08
3092,132.0
3093,33.0
3094,132.0
3095,114.0
3096,114.0
3097,114.0
3098,114.0
3099,62.519999999999996
3100,83.64
3101,62.519999999999996
3102,187.56
3103,62.519999999999996
3104,62.519999999999996
3105,62.519999999999996
3106,62.519999999999996
3107,125.03999999999999
3108,9.9
3109,4.95
3110,9.9
3111,4.95
3112,4.95
3113,52.62
3114,53.94
3115,52.62
3116,52.62
3117,53.94
3118,52.62
3119,53.94
3120,52.62
3121,53.94
3122,53.94
3123,88.80000000000001
3124,100.80000000000001
3125,88.80000000000001
3126,100.80000000000001
3127,78.0
3128,78.0
3129,78.0
3130,71.94
3131,71.94
3132,71.94
3133,13.5
3134,27.0
3135,44.04
3136,44.04
3137,44.04
3138,56.400000000000006
3139,56.400000000000006
3140,56.400000000000006
3141,56.400000000000006
3142,56.400000000000006
3143,56.400000000000006
3144,56.400000000000006
3145,51.96
3146,51.96
3147,51.96
3148,51.96
3149,51.96
3150,51.96
3151,51.96
3152,51.96
3153,51.96
3154,51.96
3155,51.96
3156,51.96
3157,51.96
3158,51.96
3159,51.96
3160,51.96
3161,51.96
3162,51.96
3163,107.82
3164,111.0
3165,63.96
3166,63.96
3167,63.96
3168,63.96
3169,63.96
3170,63.96
3171,63.96
3172,63.96
3173,63.96
3174,63.96
3175,63.96
3176,188.88
3177,188.88
3178,188.88
3179,188.88
3180,188.88
3181,94.19999999999999
3182,60.0
3183,60.0
3184,9.4
3185,4.7
3186,4.7
3187,4.7
3188,4.7
3189,9.4
3190,4.7
3191,9.4
3192,4.7
3193,4.7
3194,83.28
3195,166.56
3196,83.28
3197,70.67999999999999
3198,78.6
3199,75.0
3200,93.96000000000001
3201,99.96000000000001
3202,90.0
3203,90.0
3204,90.0
3205,90.0
3206,90.0
3207,70.80000000000001
3208,70.80000000000001
3209,70.80000000000001
3210,70.80000000000001
3211,70.80000000000001
3212,70.80000000000001
3213,107.16
3214,89.88
3215,89.88
3216,89.88
3217,58.260000000000005
3218,67.26
3219,67.26
3220,61.980000000000004
3221,58.260000000000005
3222,58.260000000000005
3223,58.260000000000005
3224,58.260000000000005
3225,67.26
3226,58.260000000000005
3227,58.260000000000005
3228,58.260000000000005
3229,58.260000000000005
3230,58.260000000000005
3231,95.52
3232,95.52
3233,468.90000000000003
3234,156.3
3235,50.58
3236,56.58
3237,56.58
3238,50.58
3239,56.58
3240,50.58
3241,56.58
3242,56.58
3243,56.58
3244,56.58
3245,50.58
3246,50.58
3247,56.58
3248,76.56
3249,76.56
3250,70.56
3251,55.800000000000004
3252,18.6
3253,105.60000000000001
3254,105.60000000000001
3255,105.60000000000001
3256,105.60000000000001
3257,105.60000000000001
3258,105.60000000000001
3259,105.60000000000001
3260,105.60000000000001
3261,105.60000000000001
3262,33.0
3263,132.0
3264,78.0
3265,75.0
3266,78.0
3267,75.0
3268,78.0
3269,75.0
3270,25.18
3271,49.2
3272,132.0
3273,20.5
3274,131.76
3275,131.76
3276,131.76
3277,131.76
3278,5.49
3279,131.76
3280,131.76
3281,131.76
3282,40.44
3283,40.44
3284,40.44
3285,40.44
3286,40.44
3287,40.44
3288,40.44
3289,40.44
3290,40.44
3291,40.44
3292,40.44
3293,76.19999999999999
3294,76.19999999999999
3295,76.19999999999999
3296,102.0
3297,102.0
3298,102.0
3299,98.52000000000001
3300,102.0
3301,43.68
3302,43.68
3303,43.68
3304,43.68
3305,43.68
3306,43.68
3307,43.68
3308,43.68
3309,43.68
3310,43.68
3311,75.0
3312,75.0
3313,75.0
3314,78.0
3315,75.0
3316,78.0
3317,78.0
3318,78.0
3319,75.0
3320,78.0
3321,75.0
3322,78.0
3323,78.0
3324,75.0
3325,75.0
3326,78.0
3327,78.0
3328,75.0
3329,42.36
3330,42.36
3331,42.36
3332,43.980000000000004
3333,42.36
3334,26.52
3335,18.68
3336,106.08
3337,57.0
3338,66.0
3339,42.480000000000004
3340,42.480000000000004
3341,42.480000000000004
3342,42.480000000000004
3343,42.480000000000004
3344,42.480000000000004
3345,42.480000000000004
3346,42.480000000000004
3347,42.480000000000004
3348,42.480000000000004
3349,42.480000000000004
3350,42.480000000000004
3351,42.480000000000004
3352,42.480000000000004
3353,42.480000000000004
3354,42.480000000000004
3355,42.480000000000004
3356,42.480000000000004
3357,42.480000000000004
3358,79.14
3359,75.0
3360,84.0
3361,84.0
3362,79.14
3363,52.32000000000001
3364,105.60000000000001
3365,52.32000000000001
3366,52.32000000000001
3367,52.32000000000001
3368,52.800000000000004
3369,52.32000000000001
3370,52.800000000000004
3371,52.32000000000001
3372,52.32000000000001
3373,52.32000000000001
3374,52.32000000000001
3375,52.32000000000001
3376,52.32000000000001
3377,52.32000000000001
3378,34.08
3379,121.5
3380,121.5
3381,121.5
3382,121.5
3383,121.5
3384,121.5
3385,121.5
3386,121.5
3387,48.96
3388,47.64
3389,47.64
3390,48.96
3391,48.96
3392,48.96
3393,48.96
3394,48.96
3395,48.96
3396,48.96
